neighborhood_id,neighborhood_name,city_id,city_name,state_code
269,AVALON WOODS PH 2 PB 39 PG 35,1072,NEWBERRY,FL
270,AVALONIA SUB,956,MELBOURNE,FL
271,AVAUNCE,69,BRADENTON,FL
272,AVELAR CREEK NORTH,1262,RIVERVIEW,FL
273,AVELAR CREEK SOUTH,1262,RIVERVIEW,FL
274,AVERILLS 1ST ADD,1466,TAMPA,FL
275,AVIARY AT RUTLAND RANCH,1163,PARRISH,FL
276,AVON LAKES SUB,11,AVON PARK,FL
277,AVON SPGS,1466,TAMPA,FL
278,AW0609 THOMAS,1318,Round Rock,TX
279,AYALAS ADD TO WELLSWOOD,1466,TAMPA,FL
280,AYERS ESTATES SUB,1476,TRENTON,FL
281,AZALEA PARK,58,BARTOW,FL
282,AZALEA WOOD FIRST ADD,58,BARTOW,FL
283,AZARIO ESPLANADE PH II SUBPH C-O,823,LAKEWOOD RANCH,FL
284,AZARIO ESPLANADE,69,BRADENTON,FL
285,Abar Addition,612,Grain Valley,MO
286,Abbington,662,Harrisburg,NC
287,Abbotts Glen,261,Charlotte,NC
288,Aberdeen Parke,1400,Smyrna,TN
289,Aberdeen,261,Charlotte,NC
290,Aberdeen,779,Kansas City,MO
291,Abernethy Park,683,Hickory,NC
292,Abington Park,779,Kansas City,MO
293,Abrial Ridge,1653,York,SC
294,Abstract A220 & A338,548,Fredericksburg,TX
295,Academy East F1,452,Elbert,CO
296,Acadia at Raindance,1632,Windsor,CO
297,Acorn Woods,740,Indian Trail,NC
298,Acres Green,917,Littleton,CO
299,Acres Green,928,Lone Tree,CO
300,Acropolis Townhomes,1079,Nashville,TN
301,Adams & Kings,778,Kansas City,KS
302,Adams Bluff,100,Belmont,NC
303,Adams County,1447,Strasburg,CO
304,Adams Estate,881,Lawrenceburg,TN
305,Adams Heights,318,Commerce City,CO
306,Adams Pointe Village,129,Blue Springs,MO
307,Adams Preserve,501,Fairview,TN
308,Adams Woodlawn Add,1423,Springfield,TN
309,Adare Townhomes,261,Charlotte,NC
310,Addison Creek,521,Fletcher,NC
311,Addison Park,891,Lebanon,TN
312,Adelaide Estates,1030,Monroe,NC
313,Aden Woods at Castleberry,501,Fairview,TN
314,Adler's High View Addition,1270,Raytown,MO
315,Admirals Quarters,327,Cornelius,NC
316,Admore Heights,683,Hickory,NC
317,Adonea,53,Aurora,CO
318,Adrian Park,1055,Mount Holly,NC
319,Adriel Hills 2,532,Fort Collins,CO
320,Af TROUTMAN,1438,Statesville,NC
321,Afton Village,321,Concord,NC
322,Agape Acres,21,Alexander,NC
323,Agriculture,348,Cross Plains,TN
324,Aiport Place,287,Clarksville,TN
325,Airport,287,Clarksville,TN
326,Airport,461,Ellensburg,WA
327,Akins Heights Sub,1608,Westmoreland,TN
328,Alamo Placita,399,Denver,CO
329,Alarka Creek Properties,168,Bryson City,NC
330,Alarka Highlands,168,Bryson City,NC
331,Albert Pace Subd,808,Kyle,TX
332,Alder Creek Meadows #1,1190,Parker,CO
333,Alder Creek,1190,Parker,CO
334,Alder Ridge,377,Dallas,NC
335,Aldersgate Ridge,1591,Waynesville,NC
336,Aldridge Place,55,Austin,TX
337,Alexander Chase,327,Cornelius,NC
338,Alexander Creek,1269,Raymore,MO
339,Alexander Crest,500,Fairview,NC
340,Alexander George,1313,Rosebud,TX
341,Alexander Heights,1594,Weaverville,NC
342,Alexander Heritage,683,Hickory,NC
343,Alexander Place,281,China Grove,NC
344,Alexander Place,722,Huntersville,NC
345,Alexander Providence Townhomes,261,Charlotte,NC
346,Alexander Ridge,990,Matthews,NC
347,Alexander Towne,261,Charlotte,NC
348,Alexanders Knoll,1438,Statesville,NC
349,Alexandria,1299,Rock Hill,SC
350,Alexis Pointe,740,Indian Trail,NC
351,Alford Meadows,936,Loveland,CO
352,Alicante Condo Twnhms Amd,55,Austin,TX
353,Alkire Acres,917,Littleton,CO
354,All American Park,579,Gastonia,NC
355,Allandale Estates Sec 01,55,Austin,TX
356,Allandale Park Sec 08,55,Austin,TX
357,Allandale Sec 04,55,Austin,TX
358,Allandale Terrace Sec 02 Ph 04,55,Austin,TX
359,Allandale The,55,Austin,TX
360,Allandale West Sec 02,55,Austin,TX
361,Allandale West Sec 04,55,Austin,TX
362,Allen Hills,261,Charlotte,NC
363,Allendale,44,Arvada,CO
364,Allenspark,23,Allenspark,CO
365,Allison Creek Estates,543,Franklin,NC
366,Allison Farms,1653,York,SC
367,Allison Ranch,1190,Parker,CO
368,Alloy,1079,Nashville,TN
369,Allston,1299,Rock Hill,SC
370,Allyson Park,261,Charlotte,NC
371,Alma Village,1588,Waxhaw,NC
372,Alma,24,Alma,CO
373,Almond Glen,738,Indian Land,SC
374,Almond Hill Acres,1594,Weaverville,NC
375,Alpine Acres,20,Albemarle,NC
376,Alpine Mountain,1462,Swannanoa,NC
377,Alpine Village Resort,183,Burnsville,NC
378,Alta Vista Add,625,Greeley,CO
379,Alta Vista,625,Greeley,CO
380,Alta Vista,1485,Temple,TX
381,Altha Place,778,Kansas City,KS
382,Alton Creek,1022,Mint Hill,NC
383,Alton Park,263,Chattanooga,TN
384,Alton Park,399,Denver,CO
385,Altura Southend,261,Charlotte,NC
386,Alvarado Place,53,Aurora,CO
387,Alveare,609,Goodlettsville,TN
388,Amarillo Park,261,Charlotte,NC
389,Amarra Drive Ph 03,55,Austin,TX
390,Amber Creek,1494,Thornton,CO
391,Amber Knolls,1594,Weaverville,NC
392,Amber Leigh,261,Charlotte,NC
393,Amber Ridge,261,Charlotte,NC
394,Amber Sunset,46,Asheville,NC
395,Amber Woods,1484,Tega Cay,SC
396,Amberley,100,Belmont,NC
397,Amberwood Ph 03,808,Kyle,TX
398,Amberwood Ph One,808,Kyle,TX
399,Amberwood Ph Three,808,Kyle,TX
400,Amberwood,261,Charlotte,NC
401,Amending Kensington Trails,808,Kyle,TX
402,Amending Plat/Caughfield Ph 1,887,Leander,TX
403,American & Efird Mills Inc,20,Albemarle,NC
404,American Thread Company,299,Clover,SC
405,Americana II,53,Aurora,CO
406,Amherst Green,261,Charlotte,NC
407,Amity Creek,744,Iron Station,NC
408,Amity Gardens,261,Charlotte,NC
409,Amy Acres,579,Gastonia,NC
410,Amy Acres,908,Lincolnton,NC
411,Anchors Landing,619,Granite Falls,NC
412,Anderson Add,1318,Round Rock,TX
413,Anderson Heights,20,Albemarle,NC
414,Anderson Mill Village 02,55,Austin,TX
415,Anderson Mill Village 20 Ph 02,55,Austin,TX
416,Anderson Mill Village,55,Austin,TX
417,Anderson Mill West Sec 06,253,Cedar Park,TX
418,Anderson Mill West Sec 19,253,Cedar Park,TX
419,Anderson Mills Estates,55,Austin,TX
420,Anderson Park,673,Hendersonville,TN
421,Anderson Park,1572,Wallace,SC
422,Anderson Place,287,Clarksville,TN
423,Anderson Place,779,Kansas City,MO
424,Anderson Townhomes,261,Charlotte,NC
425,Andover Sec 1,544,Franklin,TN
426,Angel View,296,Clifton,TN
427,Angler Mountain Vistas,1392,Silverthorne,CO
428,Ann Mountain Estates,1658,Zirconia,NC
429,Annandale,46,Asheville,NC
430,Annandale,740,Indian Trail,NC
431,Annas Farm,846,Lafayette,CO
432,Anne Liggett 1,899,Lewisburg,TN
433,Annecy,990,Matthews,NC
434,Annecy,1093,Nolensville,TN
435,Annie Clinton,1065,Murfreesboro,TN
436,Annie Marie Upshaw P,573,Gallatin,TN
437,Annie Stewart,55,Austin,TX
438,Anniston Chase,536,Fort Mill,SC
439,Anniston,381,Davidson,NC
440,Ansley Park,536,Fort Mill,SC
441,Antelope Hills,106,Bennett,CO
442,Antelope Valley,1604,Westcliffe,CO
443,Antelope,254,Centennial,CO
444,Anthem Cottages Condo,808,Kyle,TX
445,Anthem Highlands,163,Broomfield,CO
446,Anthem Ph 1-A,808,Kyle,TX
447,Anthem Ranch,163,Broomfield,CO
448,Anthem,163,Broomfield,CO
449,Anthem,808,Kyle,TX
450,Anthology North,1190,Parker,CO
451,Anthology,1190,Parker,CO
452,Anthony Acres,579,Gastonia,NC
453,Anthony Bott,310,Colorado Springs,CO
454,Antioch Gardens,778,Kansas City,KS
455,Antioch Gardens,779,Kansas City,MO
456,Antioch Woods,990,Matthews,NC
457,Antiquity,327,Cornelius,NC
458,Apache Hills,37,Antioch,TN
459,Apache Shores Sec 03 Amd,55,Austin,TX
460,Apache Shores Sec 05,55,Austin,TX
461,Apache Shores,55,Austin,TX
462,Apollo Gardens,1025,Mission,KS
463,Appaloosa Run - Smokey Mountain Oaks,55,Austin,TX
464,Apple Creek,377,Dallas,NC
465,Apple Creek,1022,Mint Hill,NC
466,Apple Hill,1040,Moravian Falls,NC
467,Apple Valley Farms,854,Lake Lure,NC
468,Apple Valley,854,Lake Lure,NC
469,Apple Valley,1438,Statesville,NC
470,Applegate,261,Charlotte,NC
471,Applegrove,287,Clarksville,TN
472,Applehead West,710,Horseshoe Bay,TX
473,Appleridge Estates,44,Arvada,CO
474,Appletree,471,Englewood,CO
475,Applewood Glen,863,Lakewood,CO
476,Applewood,605,Golden,CO
477,Applewood,863,Lakewood,CO
478,Aqua Est,573,Gallatin,TN
479,Aqua Verde,55,Austin,TX
480,Aragon Baldwin Mills,1299,Rock Hill,SC
481,Arapahoe Ridge,143,Boulder,CO
482,Arapahoe West Condos,143,Boulder,CO
483,Arb-Bell County,84,Bartlett,TX
484,Arbor Creek/The Estates,1129,Olathe,KS
485,Arbor Estates,261,Charlotte,NC
486,Arbor Glen,740,Indian Trail,NC
487,Arbor Green,44,Arvada,CO
488,Arbor Hills,261,Charlotte,NC
489,Arbor Lake,895,Lenexa,KS
490,Arbor Park,778,Kansas City,KS
491,Arbor Ridge Condo Amd,55,Austin,TX
492,Arbor Ridge,384,De Soto,KS
493,Arbor Ridge,809,LA VERGNE,TN
494,Arbor Valley,1421,Spring Hill,TN
495,Arbor Woods,1129,Olathe,KS
496,Arboretum Crossing,261,Charlotte,NC
497,Arborhurst Park,778,Kansas City,KS
498,Arbors at Compton,1065,Murfreesboro,TN
499,Arbors at Lakeline Condo,253,Cedar Park,TX
500,Arbors at Lakeline,253,Cedar Park,TX
501,Arbors,55,Austin,TX
502,Arborwalk,892,Lee's Summit,MO
503,Arborwood Trails,228,Candler,NC
504,Arbour Greene North,287,Clarksville,TN
505,Arbour Greene South,287,Clarksville,TN
506,Arcadia Condo Amd,55,Austin,TX
507,Arcadian South-Applewood,605,Golden,CO
508,Arcadia,155,Brentwood,TN
509,Arcadia,853,Lake Lotawana,MO
510,Archer Row,261,Charlotte,NC
511,Arden Mill,536,Fort Mill,SC
512,Arden Village Sec 1,313,Columbia,TN
513,Arden Village,313,Columbia,TN
514,Ardmore,1638,Winston Salem,NC
515,Ardrey Kell Villages,261,Charlotte,NC
516,Ardrey,261,Charlotte,NC
517,Ardwyck,1299,Rock Hill,SC
518,Arends Sub,778,Kansas City,KS
519,Argo Park,399,Denver,CO
520,Aria Denver,399,Denver,CO
521,Aria at the Park,261,Charlotte,NC
522,Arlington Downs,990,Matthews,NC
523,Arlington Forest,261,Charlotte,NC
524,Arlington Heights,40,Arlington,WA
525,Arlington Heights,168,Bryson City,NC
526,Arlington Hills,1022,Mint Hill,NC
527,Arlington Park,399,Denver,CO
528,Arlington Park,892,Lee's Summit,MO
529,Arlington Park,1129,Olathe,KS
530,Arlington,40,Arlington,WA
531,Arlington,261,Charlotte,NC
532,Arlington,738,Indian Land,SC
533,Armella Arms II,44,Arvada,CO
534,Armfield Heights,1438,Statesville,NC
535,Armour Heights Annex,779,Kansas City,MO
536,Armour Heights,779,Kansas City,MO
537,Armourdale,778,Kansas City,KS
538,Armstrong Circle,579,Gastonia,NC
539,Armstrong Estates,1355,Salado,TX
540,Armstrong Park,579,Gastonia,NC
541,Arnstein Acres,521,Fletcher,NC
542,Arras Park,1494,Thornton,CO
543,Arrington Heights,1079,Nashville,TN
544,Arrington Retreat,1093,Nolensville,TN
545,Arrington Ridge Sec1,43,Arrington,TN
546,Arrington,722,Huntersville,NC
547,Arrow Rock,736,Independence,MO
548,Arrowhead Point 02,887,Leander,TX
549,Arrowhead,128,Blowing Rock,NC
550,Arrowhead,977,Marion,NC
551,Arrowood Estates,867,Lancaster,SC
552,Arrowpoint Estates,546,Franktown,CO
553,Arroyo Ranch Ph 1,1373,Seguin,TX
554,Artesian Acres,1093,Nolensville,TN
555,Artesian Oaks,250,Cedar Creek,TX
556,Arthur Park,261,Charlotte,NC
557,Artisan Estates,1079,Nashville,TN
558,Arvada Hills,44,Arvada,CO
559,Arvada Plaza,44,Arvada,CO
560,Arvada Rentals Sub,44,Arvada,CO
561,Arvin Meadows,261,Charlotte,NC
562,Asbury Downs,1030,Monroe,NC
563,Asbury Oak,263,Chattanooga,TN
564,Asbury Park,722,Huntersville,NC
565,Asbury Park,1605,Westminster,CO
566,Asbury Place,261,Charlotte,NC
567,Asbury Ridge,1653,York,SC
568,Ascensions/Lk Travis Condos,1415,Spicewood,TX
569,Asgard,143,Boulder,CO
570,Ashbrook,521,Fletcher,NC
571,Ashbrook,536,Fort Mill,SC
572,Ashburn Farms,261,Charlotte,NC
573,Ashe Downs Townhomes,536,Fort Mill,SC
574,Ashebrook Park,377,Dallas,NC
575,Ashebrook Villas,536,Fort Mill,SC
576,Ashebrook,321,Concord,NC
577,Ashecroft,46,Asheville,NC
578,Asheford Green,321,Concord,NC
579,Asheland Est Sec 1,353,Culleoka,TN
