neighborhood_id,neighborhood_name,city_id,city_name,state_code
94,1810 7th Avenue North Townhomes,1248,Nashville,TN
95,1MO | EAST LAKE PARK UNIT TWO,1700,TAMPA,FL
96,1ST ADDITION,332,Cheyenne Wells,CO
97,1st Highland Hills,731,Greeley,CO
98,1st Row Warehouse,317,Charlotte,NC
99,2 W/SFPD,1188,Moffat,CO
100,2011 Kirksey Condo,66,Austin,TX
101,2020 Congress Condo,66,Austin,TX
102,2022 Straightway Avenue,1248,Nashville,TN
103,205 Paragon Mills Rd,1248,Nashville,TN
104,20acres,1278,Nunnelly,TN
105,21 Battery Park,56,Asheville,NC
106,21 Vendue,795,Hickory,NC
107,2116 Courtney Avenue Townhomes,1248,Nashville,TN
108,2120 15th Avenue North Townhomes,1248,Nashville,TN
109,2137 12th Ave N Residences,1248,Nashville,TN
110,21883 - SILVER LAKE ADD,1080,Loveland,CO
111,2206 White Avenue Townhomes,1248,Nashville,TN
112,2213/2215 Castleman,1248,Nashville,TN
113,2217 Sadler Avenue Townhomes,1248,Nashville,TN
114,230 South Tryon,317,Charlotte,NC
115,2307 SCENIC HEIGHTS,54,Arvada,CO
116,2311 East 8th Street Condominiums,66,Austin,TX
117,2325 23rd Avenue North Residences,1248,Nashville,TN
118,2325 Business Park Block 1 Lot 1 1.50,1885,Wimberley,TX
119,240769 - S24 T07 R69,625,Fort Collins,CO
120,2426 Brittany Drive,1248,Nashville,TN
121,2600 Pennington Avenue Homes,1248,Nashville,TN
122,2612 & 2614 Willow Condo,66,Austin,TX
123,2725006000 - Millennium Northwest 6th Sub,1080,Loveland,CO
124,28th Row,317,Charlotte,NC
125,2,1523,Round Rock,TX
126,3 Cherry Way,473,Denver,NC
127,3023 CARMODY HILLCREST & MTN VIEW LAKES (28-4-69),998,Lakewood,CO
128,3031102 - LONE PINE ACRES ADD,560,Estes Park,CO
129,304-306 Ensley Avenue,1311,Old Hickory,TN
130,309 Myatt Drive,1118,Madison,TN
131,30TH ADD TO PORT CHARLOTTE,1243,NORTH PORT,FL
132,31.8 acre Farm,1314,Only,TN
133,3113 CYTEWORTH RESUB,560,Estes Park,CO
134,3311 Red River Condominiums,66,Austin,TX
135,3311 Red River,66,Austin,TX
136,3318 Felicia Street Townhomes,1248,Nashville,TN
137,345 BAYSHORE A CONDO,1700,TAMPA,FL
138,3505 Villa Court Condo,66,Austin,TX
139,3653 - COVE MB 38 PG 185,1356,PORT ORANGE,FL
140,3RD ADD TO BUCKHEAD RIDGE SUB,1287,OKEECHOBEE,FL
141,400 CENTRAL,1555,ST PETERSBURG,FL
142,400 Queens,317,Charlotte,NC
143,4101 Menchaca,66,Austin,TX
144,420 Queens,317,Charlotte,NC
145,4309 Gallatin Road Townhomes,1248,Nashville,TN
146,433 Ward Parkway,904,Kansas City,MO
147,4349 Goins Road,1248,Nashville,TN
148,44 EAST AVE CONDOMINIUMS,66,Austin,TX
149,44 EAST,66,Austin,TX
150,44 East Ave Condominiums,66,Austin,TX
151,44 East Ave Condos,66,Austin,TX
152,44 East Ave. Condos,66,Austin,TX
153,440 WEST CONDO,250,CLEARWATER BEACH,FL
154,4417 Jj Watson Avenue Townhomes,1248,Nashville,TN
155,45 Asheland Avenue,56,Asheville,NC
156,4502 Granny White Townhomes,1248,Nashville,TN
157,4709 Kentucky Cottages,1248,Nashville,TN
158,48 East Condos,66,Austin,TX
159,4905 South Crest Drive,66,Austin,TX
160,4Mile Ranch,707,Glenwood Springs,CO
161,4SK | WATROUS REVISED MAP,1700,TAMPA,FL
162,5 Crystal Spgs Court Condos,1725,The Hills,TX
163,50 acres w/ incredible 360 views!,1898,Woodbury,TN
164,504 36th Avenue North Town,1248,Nashville,TN
165,505 High Rise Condominium,1248,Nashville,TN
166,505 Moore Avenue Townhomes,1248,Nashville,TN
167,510 Delaware Lofts,904,Kansas City,MO
168,523 Grand,904,Kansas City,MO
169,525 31st Avenue Townhomes,1248,Nashville,TN
170,537 Bellamy,345,Clarksville,TN
171,55 South Market,56,Asheville,NC
172,5502 Urbandale Avenue,1248,Nashville,TN
173,5600 Jim Hogg Condo Amd,66,Austin,TX
174,5URFVIEW/MATANZAS SHORES,1341,PALM COAST,FL
175,5th & Main,1248,Nashville,TN
176,6 Acres,1598,Shelbyville,TN
177,6 CREEKS PHASE 1 SEC 5A,935,Kyle,TX
178,6 CREEKS,935,Kyle,TX
179,6 Creeks Ph 1 Sec 1,935,Kyle,TX
180,6 Creeks Ph 1 Sec 2,935,Kyle,TX
181,6 Creeks Ph 1 Sec 4B,935,Kyle,TX
182,6 Creeks Sec 10,935,Kyle,TX
183,6 Creeks at Waterridge: 45ft. lots,935,Kyle,TX
184,6 Creeks at Waterridge: 55ft. lots,935,Kyle,TX
185,6 Creeks at Waterridge: 70ft. lots,935,Kyle,TX
186,6 Creeks,935,Kyle,TX
187,609 Waco Drive Homes,1248,Nashville,TN
188,60th And Morrow,1248,Nashville,TN
189,612 South Hanley Road Condo The,1653,St Louis,MO
190,6328 Columbia Avenue Townh,1248,Nashville,TN
191,6404 Porter Street Condos,66,Austin,TX
192,6498 Arno College Grove Rd,365,College Grove,TN
193,676 Annex Avenue Townhomes,1248,Nashville,TN
194,6942 ROSEMONT DRIVE,506,ENGLEWOOD,FL
195,6th Avenue West,709,Golden,CO
196,7 Creeks Ranch,223,Burnet,TX
197,70 RAINEY,66,Austin,TX
198,70 Rainey Residences,66,Austin,TX
199,715 North Church Street,317,Charlotte,NC
200,7336416160 - SILVER REEF FARMS RLUP 16-S3364,1847,Wellington,CO
201,7469 - NSB- MISC MXD W OF HWY 1,1238,NEW SMYRNA BEACH,FL
202,764,1070,Lometa,TX
203,8 acres with pond,1278,Nunnelly,TN
204,824 Watts Lane Townhomes,1248,Nashville,TN
205,8468000001 - MOSAIC FLATS CONDOS AMENDED AND RESTA,625,Fort Collins,CO
206,9/15,625,Fort Collins,CO
207,903 McClurkan Avenue HPR,1248,Nashville,TN
208,906 Elvira Avenue Homes,1248,Nashville,TN
209,909 Vargas Condominiums,66,Austin,TX
210,910 Youngs Lane Townhomes,1248,Nashville,TN
211,914 Elvira Avenue Homes,1248,Nashville,TN
212,9255260,125,Bellvue,CO
213,927 Thomas Avenue Townhomes,1248,Nashville,TN
214,9300 E FLORIDA AVENUE,472,Denver,CO
215,9778 Concord,189,Brentwood,TN
216,9999 - Other,206,Bryan,TX
217,: Breenlow Park,472,Denver,CO
218,: Hidden Valley Farm,1590,Severance,CO
219,A B Cases Add,472,Denver,CO
220,A B Legg,1760,Tullahoma,TN
221,A B Shankland,1248,Nashville,TN
222,A REP OF FAIRWAY SPGS,1237,NEW PORT RICHEY,FL
223,A and R,852,Independence,MO
224,A0008 - WILLIAM H HAGGARD SURVEY,493,Dripping Springs,TX
225,"A0044 - BROWN CO SCHOOL LAND, SURVEY 362, ABSTRAC",513,Early,TX
226,"A0062 - A0062 - Hope, P. & A.",187,Brenham,TX
227,"A009 - GEORGE, JAMES",1068,Lockhart,TX
228,"A017 LOCKHART, BYRD",1068,Lockhart,TX
229,A0174 - STILES J FOWLER SURVEY,493,Dripping Springs,TX
230,A0776 - MA. CATALINA SALINAS,1637,Spicewood,TX
231,A086 - RABB WM 3 LGS,969,La Grange,TX
232,A0999,892,Junction,TX
233,"A1020 BARNES, THOMAS",278,Cameron,TX
234,"A1420 DOBBINS, STERRETT, 51.193 ACRES",278,Cameron,TX
235,A211,1472,Red Rock,TX
236,A2230,1502,Rockdale,TX
237,A238,611,Flatonia,TX
238,A3010,278,Cameron,TX
239,ABBOTT SQUARE PH 1A,1914,ZEPHYRHILLS,FL
240,ABERDEEN PH 02,1801,WESLEY CHAPEL,FL
241,ABS A0171 CHARLES CAVANAUGH,223,Burnet,TX
242,ABS A0179 Luciano Cabasas,136,Bertram,TX
243,ABS A144 BBB & CRRC * ABS A052 HAMILTON W LG,1230,Muldoon,TX
244,AC CROOM RD/MONDON HILL/0655(AC03),87,BROOKSVILLE,FL
245,ACME GULFAIR,1107,MIAMI,FL
246,ACREAG0001,84,BRADENTON,FL
247,ACREAGE & UNREC,8,APOPKA,FL
248,ACREAGE & UNREC,252,CLERMONT,FL
249,ACREAGE & UNREC,506,ENGLEWOOD,FL
250,ACREAGE & UNREC,583,FRUITLAND PARK,FL
251,ACREAGE & UNREC,899,KISSIMMEE,FL
252,ACREAGE & UNREC,1537,SANFORD,FL
253,ACREAGE & UNREC,1539,SARASOTA,FL
254,ACREAGE & UNREC,1552,ST CLOUD,FL
255,ACREAGE & UNREC,1780,VENICE,FL
256,ACREAGE & UNREC,1802,WEST PALM BEACH,FL
257,ACREAGE,251,CLEARWATER,FL
258,ACREAGE,947,LAKE WALES,FL
259,ACREAGE,948,LAKELAND,FL
260,ACREAGE,1115,MULBERRY,FL
261,ACREAGE,1801,WESLEY CHAPEL,FL
262,ACREAGE,1809,WINTER HAVEN,FL
263,ACUERA ESTATES,8,APOPKA,FL
264,ADAIR PARK,1290,ORLANDO,FL
265,ADAIRS ADD PB 3 PG 13,948,LAKELAND,FL
266,ADMIRALS POINT II,1360,PUNTA GORDA,FL
267,ADONEA SUBDIVISION FLG NO 7,63,Aurora,CO
268,ADRIANE PARK,899,KISSIMMEE,FL
269,AG/NON SUB,1800,WEIRSDALE,FL
270,AGAVE,66,Austin,TX
271,AIRPORT REV,84,BRADENTON,FL
272,ALACHUA LEROYS ADD,2,ALACHUA,FL
273,ALAMANDA,948,LAKELAND,FL
274,ALAMEDA ISLES,506,ENGLEWOOD,FL
275,ALAQUA,581,FREEPORT,FL
276,ALFRED TALLANT,84,BRADENTON,FL
277,ALINARI,1539,SARASOTA,FL
278,ALLEN ACRES,1599,Shelby,NC
279,"ALLEN, WILLIAM",1502,Rockdale,TX
280,ALLREDS ADD,1283,OCALA,FL
281,ALMIMA,1700,TAMPA,FL
282,ALOHA GARDENS,750,HOLIDAY,FL
283,ALTAMONTE HEIGHTS,1700,TAMPA,FL
284,ALTAMONTE RIDGE,3,ALTAMONTE SPRINGS,FL
285,ALTERRA,1024,Leander,TX
286,ALTOONA HINSONS PLAN,4,ALTOONA,FL
287,AMBER KAY TERRACE,9,ARCADIA,FL
288,AMBER POINTE,899,KISSIMMEE,FL
289,AMBERGATE,8,APOPKA,FL
290,AMELIA GROVES PH 1,1534,SAINT CLOUD,FL
291,AMENDED PLAT OF WESTMINSTER HOMES SUBD,1857,Westminster,CO
292,AMERICAN PARKS ZEPHYRHILLS PH,1914,ZEPHYRHILLS,FL
293,AMORA,1780,VENICE,FL
294,ANCHOR POINT A CONDO,7,APOLLO BEACH,FL
295,ANCHORAGE,1539,SARASOTA,FL
296,ANCIENT OAKS RV RESIDENCE V,1287,OKEECHOBEE,FL
297,ANCIENT OAKS UNIT ONE,1345,PARRISH,FL
298,ANDERSON HILLS PT REP,252,CLERMONT,FL
299,ANDERSON PARK,1290,ORLANDO,FL
300,ANDERSON R M SUB,1700,TAMPA,FL
301,ANDERSON SNOW ESTATES,1550,SPRING HILL,FL
302,ANDOVER RIDGE,436,DELAND,FL
303,ANDREWS NEW SMYRNA,1238,NEW SMYRNA BEACH,FL
304,ANDREWS PLACE,948,LAKELAND,FL
305,ANGEBILT ADD,1290,ORLANDO,FL
306,ANGELINE - ACTIVE ADULT,951,LAND O LAKES,FL
307,ANGELINE -ACTIVE ADULT,951,LAND O LAKES,FL
308,ANGELINE PH 1A 1B 1C & 1D,951,LAND O LAKES,FL
309,ANGELINE,951,LAND O LAKES,FL
310,ANGUS ACRES RESUB PT OF LOT 3 PALMER FARMS,1539,SARASOTA,FL
311,ANISTON,948,LAKELAND,FL
312,ANITA SUB,1700,TAMPA,FL
313,ANNA,189,Brentwood,TN
314,ANTIETAM ACRES,251,CLEARWATER,FL
315,APACHE MESA,63,Aurora,CO
316,APACHE SHORES UNIT 04,748,HERNANDO,FL
317,APOLLO BEACH UNIT TWO,7,APOLLO BEACH,FL
318,APOLLO KEY VILLAGE,7,APOLLO BEACH,FL
319,APOPKA TERRACE,8,APOPKA,FL
320,APPIAN POINTE,1360,PUNTA GORDA,FL
321,APPLE VALLEY,3,ALTAMONTE SPRINGS,FL
322,APPLERIDGE PUD,625,Fort Collins,CO
323,APPLEWOOD VILLAGE TOWNHOUSES,998,Lakewood,CO
324,APSU,345,Clarksville,TN
325,AQUALANE ESTATES 2ND UNIT,1539,SARASOTA,FL
326,AQUARIUS OCEANFRONT,1291,ORMOND BEACH,FL
327,ARBOR CLUB,1290,ORLANDO,FL
328,ARBOR GREENE PH 6,1700,TAMPA,FL
329,ARBOR GROVE CONDO,1555,ST PETERSBURG,FL
330,ARBOR LAKES A CONDO,1537,SANFORD,FL
331,ARBOR LAKES B,1539,SARASOTA,FL
332,ARBOR POINTE CONDOS PH 1 AMD,54,Arvada,CO
333,ARBOR VALLEY,1644,Spring Hill,TN
334,ARBORS OF LAKELINE CONDO,305,Cedar Park,TX
335,ARBORS/WIREGRASS RANCH,1801,WESLEY CHAPEL,FL
336,ARBORS,1283,OCALA,FL
337,ARCADIA LAND & IMPROV COS,9,ARCADIA,FL
338,ARCHER HILLS,10,ARCHER,FL
339,ARDEN PARK NORTH,1285,OCOEE,FL
340,ARDMORE PARK,1290,ORLANDO,FL
341,ARIA,1241,NOKOMIS,FL
342,ARIPEKA,755,HUDSON,FL
343,ARLINGTON SQUARE,745,HAINES CITY,FL
344,ARMAND BEACH ESTATES,1341,PALM COAST,FL
345,ARROWHEAD LAKE,745,HAINES CITY,FL
346,ARROYO RANCH,1587,Seguin,TX
347,ARTISAN LAKES EAVES BEND PH I SP A-K,1343,PALMETTO,FL
348,"ARTISAN LAKES EAVES BEND PH II SUBPH A,",1343,PALMETTO,FL
349,ARTISAN LAKES ESPLANADE PH III SP A-E,1343,PALMETTO,FL
350,ARTISAN LAKES ESPLANADE,1343,PALMETTO,FL
351,ARTISTRY PH 2B,1539,SARASOTA,FL
352,ARVIS CIRCLE,251,CLEARWATER,FL
353,ASHLEY COURT CONDO,1290,ORLANDO,FL
354,ASHLEY OAKS UNIT 1,1456,RIVERVIEW,FL
355,ASHTON LAKES 03,1539,SARASOTA,FL
356,ASHTON VIERA NORTH PUD TR B-1,1457,ROCKLEDGE,FL
357,ASSESSORS ALVAREZ GRANT,504,EDGEWATER,FL
358,ASSESSORS WILSON MAP LEVY GRANT,436,DELAND,FL
359,ASTATULA MEADOWS SUB,12,ASTATULA,FL
360,ASTONIA NORTH,430,DAVENPORT,FL
361,ASTOR FOREST CAMPSITES UNREC,13,ASTOR,FL
362,ATRIA/RIDGEWOOD LAKES,430,DAVENPORT,FL
363,AUBURNDALE HEIGHTS,14,AUBURNDALE,FL
364,AUBURNDALE LAKESIDE PARK,14,AUBURNDALE,FL
365,AUDUBON RESERVE,899,KISSIMMEE,FL
366,AUDUBON VLS/HUNTERS CRK CONDO,1290,ORLANDO,FL
367,AUGUSTA VILLAS AT PLAN,1780,VENICE,FL
368,AURORA HILLS 4TH FLG,63,Aurora,CO
369,AURORA HILLS,63,Aurora,CO
370,AUS - PARKSIDE on the river 70',690,Georgetown,TX
371,AUS - Parkside on the River 70',690,Georgetown,TX
372,AUSTIN'S COLONY PHS 3,66,Austin,TX
373,AUTUMN GLEN,77,BELLEVIEW,FL
374,AUTUMN OAKS,755,HUDSON,FL
375,AVALON AT VILLAGE OF PALM AIRE 1,1539,SARASOTA,FL
376,AVALON BY SEA,1291,ORMOND BEACH,FL
377,AVALON ESTATES,1808,WINTER GARDEN,FL
378,AVALON PARK TAVARES,1702,TAVARES,FL
379,AVALON PARK WEST-NORTH PH 1A &,1801,WESLEY CHAPEL,FL
380,AVALON PK WEST-NORTH PHS 2 4 5,1801,WESLEY CHAPEL,FL
381,AVALON PRESERVE,578,FORT MYERS,FL
382,AVALON WOODS PH 2 PB 39 PG 35,1239,NEWBERRY,FL
383,AVALON WOODS,84,BRADENTON,FL
384,AVALONIA SUB,1104,MELBOURNE,FL
385,AVAUNCE,84,BRADENTON,FL
386,AVELAR CREEK NORTH,1456,RIVERVIEW,FL
387,AVELAR CREEK SOUTH,1456,RIVERVIEW,FL
388,AVERILLS 1ST ADD,1700,TAMPA,FL
389,AVERY CENTRE,1523,Round Rock,TX
390,AVERY OAKS,1700,TAMPA,FL
391,AVIANA PH 2A,430,DAVENPORT,FL
392,AVIARY AT RUTLAND RANCH,1345,PARRISH,FL
393,AVILA UNIT 10GG,1700,TAMPA,FL
394,AVILLA,899,KISSIMMEE,FL
395,AVON LAKES SUB,15,AVON PARK,FL
396,AVON RIDGE,952,LARGO,FL
397,AVON SPGS,1700,TAMPA,FL
398,AW0609 THOMAS,1523,Round Rock,TX
399,AYALAS ADD TO WELLSWOOD,1700,TAMPA,FL
400,AYERS ESTATES SUB,1710,TRENTON,FL
401,AZALEA PARK SEC 33,1290,ORLANDO,FL
402,AZALEA PARK,70,BARTOW,FL
403,AZALEA WOOD FIRST ADD,70,BARTOW,FL
404,AZARIO ESPLANADE PH II SUBPH C-O,84,BRADENTON,FL
405,AZARIO ESPLANADE PH II SUBPH C-O,950,LAKEWOOD RANCH,FL
406,AZARIO ESPLANADE PH III SUBPH D,84,BRADENTON,FL
407,AZARIO ESPLANADE,84,BRADENTON,FL
408,Aaron Culling League Sur A-120,1365,Paige,TX
409,Abar Addition,717,Grain Valley,MO
410,Abbington,769,Harrisburg,NC
411,Abbotts Glen,317,Charlotte,NC
412,Aberdeen Parke,1620,Smyrna,TN
413,Aberdeen Place,56,Asheville,NC
414,Aberdeen,317,Charlotte,NC
415,Aberdeen,904,Kansas City,MO
416,Aberfoyle,127,Belmont,NC
417,Abernethy Park,795,Hickory,NC
418,Abington Park,904,Kansas City,MO
419,Abrial Ridge,1911,York,SC
420,Abstract A220 & A338,643,Fredericksburg,TX
421,Abstracts In Hays Isd-2abs,1263,Niederwald,TX
422,Academy East F1,533,Elbert,CO
423,Academy Woods,981,Lake Forest,IL
424,Acadia at Raindance,1888,Windsor,CO
425,Acorn Woods,856,Indian Trail,NC
426,Acres Green,1059,Littleton,CO
427,Acres Green,1072,Lone Tree,CO
428,Acropolis Townhomes,1248,Nashville,TN
429,Adair Woods,451,Davidson,NC
430,Adams & Kings,903,Kansas City,KS
431,Adams Bluff,127,Belmont,NC
432,Adams County,1677,Strasburg,CO
433,Adams Estate,1018,Lawrenceburg,TN
434,Adams Heights,380,Commerce City,CO
435,Adams Pointe Village,159,Blue Springs,MO
436,Adams Preserve,589,Fairview,TN
437,Adams Woodlawn Add,1646,Springfield,TN
438,Adare Townhomes,317,Charlotte,NC
439,Addison Creek,614,Fletcher,NC
440,Addison Park,1029,Lebanon,TN
441,Addison,66,Austin,TX
442,Adelaide Estates,1190,Monroe,NC
443,Adelaide Estates,1851,Wesley Chapel,NC
444,Adelton,107,Bastrop,TX
445,Aden Woods at Castleberry,589,Fairview,TN
446,Adler's High View Addition,1466,Raytown,MO
447,Admirals Quarters,390,Cornelius,NC
448,Admore Heights,795,Hickory,NC
449,Adonea,63,Aurora,CO
450,Adrian Park,1218,Mount Holly,NC
451,Adriel Hills 2,625,Fort Collins,CO
452,Af TROUTMAN,1665,Statesville,NC
453,Afton Village,383,Concord,NC
454,Agape Acres,27,Alexander,NC
455,Agriculture,415,Cross Plains,TN
456,Aguilar S Atlantic St,1760,Tullahoma,TN
457,Aiport Place,345,Clarksville,TN
458,Airdale,66,Austin,TX
459,Airport,345,Clarksville,TN
460,Airport,543,Ellensburg,WA
461,Akins Heights Sub,1860,Westmoreland,TN
462,Alameda Heights,998,Lakewood,CO
463,Alameda Homes,998,Lakewood,CO
464,Alamo Placita,472,Denver,CO
465,Alamosa Park,24,Alamosa,CO
466,Alarka Creek Properties,207,Bryson City,NC
467,Alarka Highlands,207,Bryson City,NC
468,Albemarle Park,56,Asheville,NC
469,Albert 303 Vineyard Estates,155,Blanco,TX
470,Albert Pace Subd,935,Kyle,TX
471,Alder Creek Meadows #1,1375,Parker,CO
472,Alder Creek,1375,Parker,CO
473,Alder Ridge,447,Dallas,NC
474,Alder Village,1375,Parker,CO
475,Aldersgate Ridge,1839,Waynesville,NC
476,Aldridge Place,66,Austin,TX
477,Alexander Chase,390,Cornelius,NC
478,Alexander Creek,1465,Raymore,MO
479,Alexander Crest,588,Fairview,NC
480,Alexander Estates,1715,Taylorsville,NC
481,Alexander George,1518,Rosebud,TX
482,Alexander Heights,1842,Weaverville,NC
483,Alexander Heritage,795,Hickory,NC
484,Alexander Place,339,China Grove,NC
485,Alexander Place,837,Huntersville,NC
486,Alexander Providence Townhomes,317,Charlotte,NC
487,Alexander Ridge,1142,Matthews,NC
488,Alexander Towne,317,Charlotte,NC
489,Alexander Woods,317,Charlotte,NC
490,Alexanders Knoll,1665,Statesville,NC
491,Alexandria,1500,Rock Hill,SC
492,Alexis Pointe,856,Indian Trail,NC
493,Alford Lake,1080,Loveland,CO
494,Alford Meadows,1080,Loveland,CO
495,Alicante Condo Twnhms Amd,66,Austin,TX
496,Alina,1248,Nashville,TN
497,Alkire Acres,1059,Littleton,CO
498,All American Park,680,Gastonia,NC
499,Allandale Estates Sec 01,66,Austin,TX
500,Allandale Park Sec 08,66,Austin,TX
501,Allandale Sec 04,66,Austin,TX
502,Allandale Terrace Sec 02 Ph 04,66,Austin,TX
503,Allandale The,66,Austin,TX
504,Allandale West Sec 02,66,Austin,TX
505,Allandale West Sec 04,66,Austin,TX
506,Allandale West Sec 05,66,Austin,TX
507,Allandale,66,Austin,TX
508,Allen Acres,1277,Norwood,NC
509,Allen Hills,317,Charlotte,NC
510,Allenbrook,317,Charlotte,NC
511,Allendale,54,Arvada,CO
512,Allenspark,30,Allenspark,CO
513,Allen,375,Columbia,TN
514,Allison Creek Estates,638,Franklin,NC
515,Allison Creek Estates,1911,York,SC
516,Allison Farms,1911,York,SC
517,Allison Park,902,Kannapolis,NC
518,Allison Park,1199,Mooresville,NC
519,Allison Ranch,1375,Parker,CO
520,Alloy,1248,Nashville,TN
521,Allston,1500,Rock Hill,SC
522,Allyson Park,317,Charlotte,NC
523,Alma Village,1836,Waxhaw,NC
524,Alma,32,Alma,CO
525,Almond Glen,854,Indian Land,SC
526,Almond Hill Acres,1842,Weaverville,NC
527,Alpine Acres,26,Albemarle,NC
528,Alpine Mountain,1694,Swannanoa,NC
529,Alpine Village Resort,224,Burnsville,NC
530,Alson Court,317,Charlotte,NC
531,Alta Loma,713,Goodlettsville,TN
532,Alta Vista Add,731,Greeley,CO
533,Alta Vista,54,Arvada,CO
534,Alta Vista,731,Greeley,CO
535,Alta Vista,1720,Temple,TX
536,Altha Place,903,Kansas City,KS
537,Alto Lago 1,284,Canyon Lake,TX
538,Alton Creek,1182,Mint Hill,NC
539,Alton Park,319,Chattanooga,TN
540,Alton Park,472,Denver,CO
541,Altura Southend,317,Charlotte,NC
542,Alura Pointe Condo,1637,Spicewood,TX
543,Alvarado Place,63,Aurora,CO
544,Alveare,713,Goodlettsville,TN
545,Amarillo Park,317,Charlotte,NC
